state,stateImg,parties,title,href,dateFiled,dateDecided,excerpt,electionAdministration,felonyDisenfranchisement,inPersonVoting,postElectionLitigation,redistrictingLitigation,registration,voteByMail,victory,caseStatus
Tennessee,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-tennessee-01-1.png,"Tennessee State Conference of the NAACP v. Lee","Tennessee Congressional and State Senate Redistricting Challenge","https://www.democracydocket.com/cases/tennessee-congressional-and-state-senate-redistricting-challenge/",2023-08-09,undefined,"Lawsuit filed on behalf of a coalition of civil and voting rights organizations and voters challenging Tennessee’s congressional and state Senate districts.",false,false,false,false,true,false,false,false,Filed
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Beaumont Chapter of the NAACP v. Jefferson County","Texas Jefferson County Voter Intimidation Challenge","https://www.democracydocket.com/cases/texas-jefferson-county-voter-intimidation-challenge/",2022-11-07,2023-08-04,"Lawsuit filed by the Beaumont Chapter of the NAACP and a Jefferson County, Texas voter against Jefferson County, the Jefferson County Commissioners Court, the Jefferson County Clerk and Mary Beth Bowling, the presiding judge of the John Paul Davis Community Center.",false,false,true,false,false,false,false,false,Filed
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Clarke v. Wisconsin Elections Comission","Wisconsin Legislative Redistricting Challenge (Clarke)","https://www.democracydocket.com/cases/wisconsin-legislative-redistricting-challenge/",2023-08-02,undefined,"Petition filed on behalf of Wisconsin voters challenging the state’s legislative maps drawn following the release of 2020 census data.",false,false,false,false,true,false,false,false,Filed
Michigan,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-michigan-01-1.png,"Ickes v. Whitmer","Michigan 2020 Election Decertification Challenge (2022)","https://www.democracydocket.com/cases/michigan-2020-election-decertification-challenge-2022/",2022-09-02,2023-08-02,"Lawsuit filed by the Macomb County Republican Party, a candidate for governor in Michigan, a non-profit organization, a county clerk and voters challenging the results of the 2020 election in Michigan.",false,false,false,true,false,false,false,true,Decided
The should-be state of District of Columbia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-washdc-01-1.png,"United States v. Trump","Washington, D.C. Trump Federal 2020 Election Subversion Indictment","https://www.democracydocket.com/cases/washington-d-c-former-president-donald-trump-indictment/",2023-08-01,undefined,"Indictment of former President Donald Trump (R) by a federal grand jury in Washington, D.C.",false,false,false,false,false,false,false,false,Filed
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Finchem v. Fontes","Arizona Secretary of State and 3rd Congressional District Election Contest","https://www.democracydocket.com/cases/arizona-secretary-of-state-and-3rd-congressional-district-election-contests/",2022-12-09,2023-08-01,"Election contest filed by Mark Finchem, the failed GOP candidate for Arizona secretary of state, and Jeff Zink, the failed GOP candidate for Arizona’s 3rd Congressional District.",false,false,false,true,false,false,false,true,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Bonner v. Chapman","Pennsylvania Act 77 Mail-in Voting Challenge","https://www.democracydocket.com/cases/pennsylvania-act-77-mail-in-voting-challenge/",2022-07-20,2023-08-01,"Lawsuit filed on behalf of Republican lawmakers in Pennsylvania against Acting Secretary of the Commonwealth of Pennsylvania Leigh M. Chapman (D) challenging Act 77 of the Pennsylvania Election Code.",false,false,false,false,false,false,true,true,Decided
Colorado,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-colorado-01-1.png,"Colorado Republican Party v. Griswold","Colorado Unaffiliated Voters Primary Challenge","https://www.democracydocket.com/cases/colorado-unaffiliated-voters-primary-challenge/",2023-07-31,undefined,"Lawsuit filed on behalf of the Colorado Republican Party (CO GOP) challenging Proposition 108 — a proposition that allows unaffiliated voters to vote in partisan primaries without declaring an affiliation to that party — alleging that the proposition violates the First and 14th Amendments of the U.S. Constitution.",false,false,false,false,false,true,false,false,Filed
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Concerned Veterans of Waukesha County v. Wisconsin Elections Commission","Wisconsin Military Absentee Ballots Challenge","https://www.democracydocket.com/cases/wisconsin-military-absentee-ballots-challenge/",2022-11-04,2023-07-28,"Lawsuit filed on behalf of the Concerned Veterans of Waukesha County, two Wisconsin voters and state Rep. Janel Brandtjen (R) alleging that WEC must immediately sequester and stop counting military absentee ballots.",false,false,false,false,false,false,true,true,Decided
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"League of Women Voters of Florida v. Byrd","Florida Voter Registration Form Challenge","https://www.democracydocket.com/cases/florida-voter-registration-form-challenge/",2023-04-26,2023-07-27,"Lawsuit filed by the League of Women Voters of Florida and the Florida State Conference of the NAACP challenging Florida’s statewide voter registration application that was adopted in 2013.",false,false,false,false,false,true,false,false,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Paxton v. Harris County Commissioners Court","Texas Harris County Ballot Counting Challenge￼","https://www.democracydocket.com/cases/texas-harris-county-ballot-counting-challenge/",2022-11-21,2023-07-21,"Petition filed by Texas Attorney General Ken Paxton (R) seeking emergency relief from the Texas Supreme Court to prohibit the counting of ballots cast during Harris County’s extended polling hours during the Nov. 8, 2022 election.",false,false,true,true,false,false,false,false,Decided
Texas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-texas-01-1.png,"Texas Organizing Project v. Harris County","Texas Harris County Polling Hours Extension","https://www.democracydocket.com/cases/texas-harris-county-polling-hours-extension/",2022-11-08,2023-07-21,"Petition filed by the Texas Organizing Project requesting that the Harris County District Court allow 12 polling locations to remain open until 8:00 p.m. CST, which is one hour later than they would normally remain open.",false,false,true,false,false,false,false,false,Decided
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Priorities USA v. Wisconsin Elections Commission","Wisconsin Absentee Voting Procedures Challenge","https://www.democracydocket.com/cases/wisconsin-absentee-voting-procedures-challenge/",2023-07-20,undefined,"Lawsuit filed by Priorities USA, the Wisconsin Alliance for Retired Americans and a voter against the Wisconsin Elections Commission challenging three rules regulating absentee voting procedures in Wisconsin.",false,false,false,false,false,false,true,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Florida Rights Restoration Coalition v. DeSantis","Florida Voting Rights Restoration Process Challenge","https://www.democracydocket.com/cases/florida-voting-rights-restoration-scheme-challenge/",2023-07-19,undefined,"Lawsuit filed by Florida Rights Restoration Coalition and others challenging Florida’s onerous and inconsistent system for voting rights restoration as well as the state’s “election police” unit.",true,true,false,false,false,true,false,false,Filed
Wisconsin,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wisconsin-01-1.png,"Delorey v. Jeffreys","Wisconsin Green Bay Observation Challenge","https://www.democracydocket.com/cases/wisconsin-green-bay-observation-challenge/",2022-11-01,2023-07-05,"Lawsuit filed on behalf of Wisconsin residents against the Green Bay city clerk alleging that she has not allowed “members of the public to view all aspects of the public voting process.”",false,false,true,false,false,false,false,false,Decided
North Dakota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northdakota-01.png,"Splonskowski v. White","North Dakota Mail-in Ballot Receipt Deadline Challenge","https://www.democracydocket.com/cases/north-dakota-mail-in-ballot-receipt-deadline-challenge/",2023-07-05,undefined,"Lawsuit challenging a North Dakota law that allows mail-in ballots that are cast and postmarked on or before Election Day to arrive and be counted up to 13 days after Election Day.",true,false,false,false,false,false,true,false,Filed
Mississippi,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-mississippi-01-1.png,"Harness v. Watson","Mississippi Felony Disenfranchisement Challenge","https://www.democracydocket.com/cases/mississippi-felony-disenfranchisement-law-harness/",2017-09-28,2023-06-30,"Lawsuit challenging the felon disenfranchisement provision of the Mississippi Constitution.",false,true,false,false,false,true,false,false,Decided
Nevada,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-nevada-01-1.png,"Vanness v. Aguilar","Nevada Election Worker Protection Law Challenge","https://www.democracydocket.com/cases/nevada-election-worker-protection-law-challenge/",2023-06-29,undefined,"Lawsuit filed by failed Republican attorney general candidate and Nevada Republican National Committeewoman, Sigal Chattah, on behalf of Nevada residents challenging Nevada’s recently enacted Election Worker Protection Law, Senate Bill 406.",false,false,true,false,false,false,false,false,Filed
Tennessee,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-tennessee-01-1.png,"Falls v. Goins","Tennessee Out-of-State Felony Disenfranchisement Challenge","https://www.democracydocket.com/cases/tennessee-out-of-state-felony-disenfranchisement-challenge/",2020-07-17,2023-06-29,"Lawsuit challenging Tennessee law regarding out-of-state felony disenfranchisement.",false,true,false,false,false,true,false,false,Decided
Minnesota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-minnesota-01-1.png,"Minnesota Voters Alliance v. Hunt","Minnesota Voting Rights Restoration Challenge","https://www.democracydocket.com/cases/minnesota-voting-rights-restoration-challenge/",2023-06-28,undefined,"Lawsuit filed on behalf of a conservative group and three Minnesota residents challenging a set of recently enacted laws that restore voting rights Minnesotans on parole, probation or community release due to a felony conviction.",false,true,false,false,false,true,false,false,Filed
North Carolina,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northcarolina-01-1.png,"Moore v. Harper","North Carolina Congressional Redistricting Challenge (SCOTUS)","https://www.democracydocket.com/cases/north-carolina-congressional-redistricting-challenge-scotus/",2021-11-18,2023-06-27,"Lawsuit decided by the U.S. Supreme Court regarding whether the North Carolina Supreme Court violated the Elections Clause of the U.S. Constitution when it reviewed and struck down the state’s congressional map drawn by the Legislature for violating the North Carolina Constitution.",false,false,false,false,true,false,false,true,Decided
